brand,model,price,weight,core_thickness_mm,grip_length,rpm,shape,face_material,core_material,swing_weight,twist_weight,year
Gearbox,CX11Q Power 7.8oz,199.99,71,"4.75""",11mm,3.625 & 3.9,Standard,Carbon Fiber,Carbon Fiber,91,5.15,
Gearbox,CX11E Power 8.5oz,199.99,68,"5.60""",11mm,3.625 & 3.9,Elongated,Carbon Fiber,Carbon Fiber,111,4.96,
Gearbox,CX11Q Control 7.8oz,199.99,67,"4.75""",11mm,3.625 & 3.9,Standard,Carbon Fiber,Carbon Fiber,93,5.35,
Gearbox,CX11Q Control 8.5oz,199.99,57,"4.75""",11mm,3.625 & 3.9,Standard,Carbon Fiber,Carbon Fiber,100,5.5,
Gearbox,CX11E Control 7.8oz,199.99,46,"5.60""",11mm,3.625 & 3.9,Elongated,Carbon Fiber,Carbon Fiber,102,4.65,
Gearbox,CX11E Control 8.5oz,199.99,41,"5.60""",11mm,3.625 & 3.9,Elongated,Carbon Fiber,Carbon Fiber,113,4.97,
Gearbox,CX11Q Power 8.5oz,199.99,35,"4.75""",11mm,3.625 & 3.9,Standard,Carbon Fiber,Carbon Fiber,99,5.69,
GRUVN,LAZR-16HD,179,622,5.5,16,4.125,Hybrid,Kevlar,EPP Foam,118.11,6.83,
GRUVN,LAZR-16X,169,522,5.5,16,4.125,Elongated,"Carbon Fiber,Kevlar",Polymer Honeycomb,117,6.33,
GRUVN,LAZR-16HD,169,492,5.5,16,4.125,Hybrid,"Carbon Fiber,Kevlar",Polymer Honeycomb,111,6.49,
GRUVN,MUVN 16V,159,366,4.75,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,104,7.61,
GRUVN,MUVN 16H,159,332,5.75,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,119,6.07,
GRUVN,MUVN 16E,159,331,5.3,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,118,6.68,
GRUVN,MUVN 16S,159,330,5.3,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,103,7.06,
GRUVN,MUVN 13S,159,303,5.3,13,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,99,6.45,
GRUVN,MUVN 16X,159,209,5.5,16,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.36,
GRUVN,16E,99,56,"4.75""",16mm,4.375,Elongated,Raw carbon fiber,Polymer Honeycomb,113,6.38,
Gruvn,16H,99,55,"5.875""",16mm,4.5,Elongated,Raw carbon fiber,Polymer Honeycomb,120,5.82,
Gryp,Balance 1,200,302,5.5,15,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,113,5.93,
Head,Boom Team EX 2024,99.95,419,5.5,13,4.125,Elongated,"(Paint Grit),Carbon Fiber",Polymer Honeycomb,115,5.55,
Head,Boom Tour EX 2024,199.95,418,5.5,11,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,114,5.25,
Head,Radical Nite,219.95,353,5.5,15,4.125,Elongated,"Raw carbon fiber,(Paint Grit)",Polymer Honeycomb,116,5.85,
Holbrook,Arma S Metalic,279.99,585,5,14,4.25,Wide body,Raw carbon fiber,Polymer Honeycomb,114,7.11,
Holbrook,Arma T Carbon,259.99,584,5.5,14,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,120,6.3,
Holbrook,Arma X Metalic,279.99,583,5.25,14,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,115,6.17,
Holbrook,Arma T Metalic,279.99,582,5.5,14,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,119,6.15,
Holbrook,Arma S Carbon,259.99,581,5,14,4.25,Wide body,Raw carbon fiber,Polymer Honeycomb,110,6.91,
Holbrook,Aero X 16mm,199.99,473,5.25,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,111,5.94,
Holbrook,Aero T 16mm,199.99,472,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,113,5.73,
Holbrook,Power Pro E 14mm,219.99,318,5.25,14,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,119,6.37,
Holbrook,Power Pro E 16mm,219.99,317,5.25,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.44,
Holbrook,Power Pro 12mm,219.99,316,5.5,12,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,5.81,
Holbrook,Power Pro 14mm,219.99,315,5.5,14,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,120,6.13,
Holbrook,Power Pro 16mm,219.99,314,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,120,6.23,
Honolulu Pickleball,J3NF,195,631,6,16,4.125,Wide body,Raw carbon fiber,EPP Foam,109.87,6.52,
Honolulu Pickleball,J7NF,195,630,6,16,4.125,Extra Elongated,Raw carbon fiber,EPP Foam,115.12,5.71,
Honolulu Pickleball,J2NF LH,195,629,6,16,4.125,Hybrid,Raw carbon fiber,EPP Foam,109.47,6.4,
Honolulu Pickleball,J2NF,195,628,5.3,16,5.125,Hybrid,Raw carbon fiber,EPP Foam,110.56,6.68,
Honolulu Pickleball,J2NFK,195,615,5.3,16,4.125”,Hybrid,Kevlar,EPP Foam,111.75,6.84,
Honolulu Pickleball,J2NF,195,614,5.3,16,4.125”,Hybrid,Raw carbon fiber,EPP Foam,110.06,6.75,
Honolulu Pickleball,J2NFT,195,613,5.3,16,4.125,Hybrid,titanium (polyester threads),EPP Foam,112.85,6.78,
Honolulu Pickleball,J2H+,,575,5.5,16,4.125,Hybrid,Fiberglass,Polymer Honeycomb,111,6.85,
Honolulu Pickleball,J4K Pro,165,521,,16,4.125,Wide body,Kevlar,Polymer Honeycomb,104,7.92,
Honolulu Pickleball,J2XK,,517,6,16,4.125,Hybrid,Kevlar,Polymer Honeycomb,112,6.27,
Honolulu Pickleball,J4K,155,504,,16,4.125,Wide body,Kevlar,Polymer Honeycomb,107,8.18,
Honolulu Pickleball,J3 Ti,155,503,6,16,4.125,Standard,titanium (polyester threads),Polymer Honeycomb,114,6.98,
Honolulu Pickleball,J2K+,,494,5.5,16,4.125,Hybrid,Kevlar,Polymer Honeycomb,114,7,
Honolulu Pickleball,J2 Ti+,,493,5.5,16,4.125,Hybrid,titanium (polyester threads),Polymer Honeycomb,114,7.04,
Honolulu Pickleball,J2K 14mm,165,438,5.5,14,4.125,Hybrid,Kevlar,Polymer Honeycomb,113,6.67,
Honolulu Pickleball,J2 Ti,155,437,5.5,16,4.125,Hybrid,titanium (polyester threads),Polymer Honeycomb,114,6.87,
Honolulu Pickleball,J5,165,400,5.75,16,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,128,6.14,
Honolulu Pickleball,J2H,145,399,5.5,16,4.125,Hybrid,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,113,7.13,
Honolulu Pickleball,J3,145,398,6,16,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,113,7.15,
Honolulu Pickleball,J7K Pro,165,397,6,16,4.125,Elongated,Kevlar,Polymer Honeycomb,120,6.34,
Honolulu Pickleball,J7K,155,396,6,16,4.125,Elongated,Kevlar,Polymer Honeycomb,121,6.39,
Honolulu Pickleball,J3K Pro,165,395,6,16,4.125,Standard,Kevlar,Polymer Honeycomb,111,6.95,
Honolulu Pickleball,J3K ,155,394,6,16,4.125,Standard,Kevlar,Polymer Honeycomb,117,7.28,
Honolulu Pickleball,J2K Pro,165,356,5.5,16,4.125,Hybrid,Kevlar,Polymer Honeycomb,113,6.91,
Honolulu Pickleball,J2K 16mm,155,355,5.5,16,4.125,Hybrid,Kevlar,Polymer Honeycomb,113,6.95,
Honolulu Pickleball,J1H,185,301,5.75,16,4.125,Elongated,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,120,6.54,
Honolulu Pickleball,J1,185,300,5.75,16,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.65,
Honolulu Pickleball,J2,145,299,5.5,16,4.125,Hybrid,Raw carbon fiber,Polymer Honeycomb,113,6.82,
Hudef,Viva Pro Gen 2,,339,,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,124,6.45,
Hudef,Apex Pro 14mm,89,229,4.9,14,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,103,6.56,
Hudef,Apex Pro 16mm,89,228,4.9,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,112,6.92,
Hudef,Viva Pro 14mm,99,185,5.5,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.5,
Hudef,Viva Pro 16mm,99,184,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,120,6.81,
Joola,Hyperion Pro IV 16mm,279.95,564,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,114,6.11,
Joola,Magnus Pro IV 16mm,279.95,563,5.25,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,115,6.19,
Joola,Magnus Pro IV 14mm,279.95,562,5.25,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,110,5.94,
Joola,Scorpeus Pro IV 16mm,279.95,561,5.5,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,112,7.11,
Joola,Scorpeus Pro IV 14mm,279.95,560,5.5,14,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,111,7.12,
Joola,Agassi Pro IV 16mm,279.95,541,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.17,
Joola,Perseus Pro IV 14mm,279.95,540,5.5,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,113,5.9,
Joola,Perseus Pro IV 16mm,279.95,539,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,118,6.14,
Joola,Hyperion 3S 14mm,279.95,436,5.5,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,113,5.9,
Joola,Scorpeus 3S 14mm,279.95,435,5.5,14,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,108,6.64,
Joola,Scorpeus 3S 16mm,279.95,427,5.5,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,115,7.2,
Joola,Hyperion 3S 16mm,279.95,426,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.13,
Joola,Magnus 3S 14mm,279.95,425,5.25,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.15,
Joola,Magnus 3S 16mm,279.95,424,5.25,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,114,6.51,
Joola,Perseus 3S 14mm,279.95,423,5.5,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,119,6.03,
Joola,Perseus 3S 16mm,279.95,422,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,119,6.32,
Joola,Mod TA-15 14mm,279.95,421,5.5,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,114,5.82,
Joola,Mod TA-15 16mm,279.95,420,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,118,6.15,
Joola,Hyperion3 14mm,279.99,364,5.5,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,113,5.78,
Joola,Hyperion3 16mm,279.99,363,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.09,
Joola,Magnus3 14mm,279.99,362,5.25,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,113,6.15,
Joola,Magnus3 16mm,279.99,361,5.25,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,120,6.36,
Joola,Perseus3 14mm,279.99,360,5.5,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,115,5.83,
Joola,Perseus3 16mm,279.99,359,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.08,
Joola,Scorpeus3 14mm,279.99,358,5.25,14,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,109,6.73,
Joola,Scorpeus3 16mm,279.99,357,5.25,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,111,6.99,
Joola,Solaire 14mm Swift,189.95,212,5.5,14,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,109,6.53,
Joola,Scorpeus Anna Bright 14mm,249.99,192,5.5,14,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,111,6.5,
Joola,Scorpeus Collin Johns 16mm,249.99,191,5.5,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,112,6.83,
Joola,Perseus 14mm,249.99,190,5.5,14,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,112,5.72,
Joola,Perseus 16mm,249.99,189,5.5,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,116,5.87,
Joola,Hyperion CFS 14mm Swift,219.95,121,5.50,14mm,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,112,5.82,
Joola,Hyperion CFS Swift 16mm,219.95,119,5.50”,16mm,4.125-4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,113,6.18,
Joola,Hyperion CFS 14mm,219.95,116,5.50”,14mm,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,113,5.74,
Joola,Solaire 14mm,189.95,96,"5.50""",14mm,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,119.0,,
Joola,Hyperion CFS 16mm,219.99,92,"5.50""",16mm,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,127,6.71,
Joola,Radius,179.95,91,"5.0""",16mm,4.125,Teardrop,Raw carbon fiber,Polymer Honeycomb,98,,
Joola,Vision 14mm,169.95,81,"5.50""",14mm,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,109.0,5.23,
Joola,Hyperion CAS 13.5,159.95,72,"5.50""",13.5mm,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,5.9,
Joola,Vision 16mm,169.95,69,"5.50""",16mm,4.125,Elongated,Raw carbon fiber,Polymer Honeycomb,113.0,5.6,
Joola,Hyperion CAS 16,159.95,61,"5.50""",16mm,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,124,6.46,
Kiwi Labs,Slice,145,247,5.5,16,4.4,Standard,Raw carbon fiber,Polymer Honeycomb,116,6.46,
Legacy,Pro S,149.99,250,4.85,16,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,114,,
Mark Pickleball,Mark Two,159.99,380,5.5,16,4.125,Elongated,"Kevlar,Carbon Fiber",Polymer Honeycomb,120,6.57,
Mark Pickleball,Mark One,159.99,379,5.3,16,4.125,Hybrid,"Kevlar,Carbon Fiber",Polymer Honeycomb,117,6.51,
Mark Pickleball,Mark OneX,159.99,378,5.75,16,4.125,Hybrid,"Carbon Fiber,Kevlar",Polymer Honeycomb,116,6.57,
Neonic,Flow Swift,,516,5.5,16,4.125,Hybrid,titanium (polyester threads),Polymer Honeycomb,114,6.3,
Neonic,Flow Prime X,129.99,463,5.5,16,4.125,Hybrid,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,110,6.13,
Neonic,Flare Prime X,139.99,462,5.5,16,4.125,Standard,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,106,6.64,
Neonic,Flare Ti,149.99,439,5.5,16,4.125,Standard,Raw carbon fiber,Polymer Honeycomb,114,7.01,
Neonic,Flow,129.99,336,5.5,16,4.25,Hybrid,Raw carbon fiber,Polymer Honeycomb,116,6.61,
Neonic,Force,99.99,308,5.3,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.61,
Nexus,ProStar,169.99,432,5.5,16,4.25,Elongated,titanium (polyester threads),"Polymer Honeycomb,Foam injected cells",124,6.34,
Omega,Evolution Pro,129.99,38,"5.62""",16mm,4.375,Elongated,Fiberglass,Polymer Honeycomb,130,6.6,
Omega,Evolution Elite,149.99,32,"5.0""",9.5mm,4.25,Standard,Carbon Fiber,Polymer Honeycomb,93,4.86,
Omega,Evolution Max,109.99,27,"5.0""",12.7mm,4.25,Standard,Carbon Fiber,Polymer Honeycomb,111.0,6.46,
Onix,Malice 14,249.99,244,5,14,4.25,Standard,(Composite),Polymer Honeycomb,104,5.98,
Onix,Malice DB 16,249.99,242,5,16,4.25,Standard,(Composite),Polymer Honeycomb,100,5.85,
Onix,Mayhem Max Control,209.99,239,5.35,16,4.25,Standard,(Composite),Polymer Honeycomb,118,8.34,
Onix,Z5,89.99,108,5.0”,13mm,4.25,Wide body,Graphite,Nomex,101,7.31,
Onix,Premier,149.99,52,"5.0""",13mm,4.125,Wide body,(Composite),Polymer Honeycomb,115,7.28,
Oya,Obsidian,169.99,205,6.25,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,111,5.74,
Oya,Phantom,169.99,204,6.25,16,4.25,Elongated,Carbon Fiber,Polymer Honeycomb,123,6.45,
Oya,Phantom Max,169.99,203,7,16,4.25,Elongated,Carbon Fiber,Polymer Honeycomb,123,5.47,
Oya,Obsidian Max,169.99,200,7,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,111,4.74,
Paddletek,Bantam GTO-C 14.3mm,250,607,5.5,14.3,4.25,Hybrid,Raw carbon fiber,Polymer Honeycomb,115.74,6.72,
Paddletek,Bantam GTO-C 12.7mm,250,606,5.5,12.7,4.25,Hybrid,Raw carbon fiber,Polymer Honeycomb,117.93,7.42,
Paddletek,Bantam ESQ-C 14.3mm,249.99,441,5.5,14.3,4.25,Standard,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,106,6.8,
Paddletek,Bantam ESQ-C 12.7mm,249.99,440,5.5,12.7,4.25,Standard,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,103,6.7,
Paddletek,Bantam TKO-CX 12.7mm,249.99,377,5.75,12.7,4.25,Elongated,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,121,7.11,
Paddletek,Bantam TKO-CX 14.3mm,249.99,376,5.75,14.3,4.25,Elongated,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,122,7.1,
Paddletek,Bantam TKO-C 12.7mm,249.99,375,5.25,12.7,4.25,Elongated,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,112,6.27,
Paddletek,Bantam TKO-C 14.3mm,249.99,374,5.25,14.3,4.25,Elongated,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,118,6.6,
Paddletek,Bantam ALW-C 12.7mm,249.99,296,5.25,12.7,4.25,Standard,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,102,6.53,
Paddletek,Bantam ALW-C 14.3mm,249.99,295,5.25,14.3,4.25,Standard,"Raw carbon fiber,Fiberglass",Polymer Honeycomb,103,6.56,
Paddletek,Reign v3,199.99,261,5.25,12.7,4.125 & 4.375,Elongated,Carbon Fiber,Polymer Honeycomb,110,5.78,
Paddletek,Reign Pro v3,209.99,260,5.25,14.3,4.125 & 4.375,Elongated,Carbon Fiber,Polymer Honeycomb,114,5.52,
Paddletek,Wave v3,199.99,259,5.25,12.7,4.125 & 4.375,Standard,Carbon Fiber,Polymer Honeycomb,110,6.87,
Paddletek,Wave Pro v3,209.99,258,5.25,14.3,4.125 & 4.375,Standard,Carbon Fiber,Polymer Honeycomb,105,6.25,
Paddletek,TS-5,99.99,165,5,13,4.25,Standard,Fiberglass,Polymer Honeycomb,103,6.68,
Pickleball Apes,Charm x,199,660,5.75,16,4.25,Elongated,Kevlar,EPP Foam,123.4,6.13,
Pickleball Apes,Charm v,199,659,5.5,16,4.25,Wide body,Kevlar,EPP Foam,111.93,7.19,
Pickleball Apes,Charm s,199,658,5.5,16,4.25,Hybrid,Kevlar,EPP Foam,116.33,6.16,
Pickleball Apes,Harmony S,179,612,5.5,16,4.25,Hybrid,Raw carbon fiber,Polymer Honeycomb,112.3,6.06,
Pickleball Apes,Harmony V,179,611,5.5,16,4.25,Wide body,Raw carbon fiber,Polymer Honeycomb,106.69,7,
Pickleball Apes,Harmony X,179,610,5.75,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,120.77,5.97,
Pickleball Apes,Pulse X,199.99,502,,16.5,4.25,Elongated,Kevlar,Polymer Honeycomb,122,6.16,
Pickleball Apes,Pulse E,199.99,450,6.25,16.5,4.25,Extra Elongated,Kevlar,Polymer Honeycomb,124,5.79,
Pickleball Apes,Pulse S,199.99,449,5.5,16.5,4.25,Hybrid,Kevlar,Polymer Honeycomb,113,6.27,
Pickleball Apes,Pulse V,199.99,448,5.5,16.5,4.25,Wide body,Kevlar,Polymer Honeycomb,110,7.34,
Pickleball Apes,Pro Line Energy S,169.99,281,5.5,16.4,4.25,Elongated,"Kevlar,Carbon Fiber",Polymer Honeycomb,118,6.34,
Pickleball Apes,Neo Line One,69.99,243,5.5,16,4.5,Elongated,Raw carbon fiber,Polymer Honeycomb,117,6.04,
Pickleball Apes,Pro Line Energy,149.99,197,6.25,16.5,4.25,Elongated,"Kevlar,Carbon Fiber",Polymer Honeycomb,120,5.66,
Pickleball Poker,The Bet,75.99,309,6,16,4.25,Elongated,Raw carbon fiber,Polymer Honeycomb,123,5.48,
PIKKL,Hurricane Pro 14mm,159.99,351,5.5,14,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,106,6.52,
PIKKL,Hurricane Pro 16mm,159.99,350,5.5,16,4.25,Standard,Raw carbon fiber,Polymer Honeycomb,108,6.71,
PIKKL,Vantage Pro 14mm,139,279,5.35,14,4.25,Hybrid,Raw carbon fiber,Polymer Honeycomb,114,6.3,
PIKKL,Vantage Pro 16mm,139,278,5.35,16,4.25,Hybrid,Raw carbon fiber,Polymer Honeycomb,120,6.75,
Pro Kennex,Black Ace LG 14mm,280,509,5.9,14,4,Elongated,Raw carbon fiber,Polymer Honeycomb,106,5.34,
